"['-1.6433015108228672', ' -2.178428114115192', ' 1.2933570081456058', ' 2.0914144882783083']","['0.044417895800608745', ' -2.06416300704731', ' -2.4419902830835465', ' -1.9486113282239392']","['-1.3052244142453955', ' 0.17279194079657276', ' -0.48017926361001906', ' -0.03258214560782369']","['-0.05299096737096374', ' -0.10419501560023038', ' -0.3772861103646385', ' -0.527188119710751']","['0.10271073605652413', ' 0.95285281217682', ' -0.5105619632492698', ' 1.3552184356275736']","['-1.4493257795232513', ' 0.9183074263557547', ' -0.34455812151306536', ' 0.17519913212884197']","['1.6738853905831699', ' 0.4677236228515828', ' 1.4720427431855643', ' 1.1776992163519655']","['0.05334661193413753', ' -1.164519656500032', ' -1.2060181530999698', ' -1.2367509189092387']","['0.8843545937900237', ' 1.199278060200266', ' 0.23339634415414556', ' 1.3266707298636349']"
"['-2.083665672603863', ' -0.05574417507312086', ' 2.491784748680079', ' 3.0895385292694244']","['-0.656171686206938', ' -1.3413827398788387', ' -0.30034908734746835', ' -0.8098175972599259']","['-0.5326377732232506', ' -0.09380397445318374', ' 0.2089895766671145', ' -0.08098274316050753']","['0.4970852640898118', ' -0.06052349430688393', ' 0.8296054297207687', ' 0.44080182739026275']","['-0.0830744846055223', ' -1.4595989576894446', ' -0.33807834907326956', ' 0.18521384186017023']","['-0.016614402165297422', ' -0.40284768165230705', ' -1.3198398118198076', ' -0.8804516902259064']","['0.8216797287014446', ' 1.0679589615909812', ' 0.3240491937564264', ' 1.3394044001734902']","['-0.9852847028464884', ' -1.3112757780219295', ' -0.7079082063190082', ' -0.27449061163988836']","['1.2887659552194146', ' 1.0448970228396208', ' 0.3170146452891246', ' 0.5492646127533303']"
"['-0.839392350730951', ' -0.4470594590222023', ' 0.4024305699603502', ' 1.5112787188229206']","['-0.8366593462271109', ' -1.0411482173414983', ' -3.239943265082297', ' -1.3649208937917792']","['-0.8308026792013666', ' 0.6258404727207266', ' 0.09496947831630509', ' -0.25017087791523784']","['1.1016762815347643', ' 1.7938698721023654', ' -0.4379520026078822', ' 0.20552416004314542']","['2.229135894346805', ' 2.1414959482457054', ' -0.03750648087405345', ' 1.1032126357818046']","['-0.25773523226328227', ' 1.1848444747383715', ' 0.4336770122103326', ' 0.302479598071466']","['0.17703408213890054', ' -0.8440220060919746', ' 0.7120003716594234', ' 0.14985975869585252']","['0.6055617962603258', ' 0.153466128880194', ' -0.6383371363291052', ' -0.10461883987268734']","['1.4137254653480855', ' 1.3499569647353362', ' 0.9238747187177988', ' 1.6588456453567741']"
"['-1.7546317078783873', ' -1.0692488562266809', ' 0.4535331634330602', ' 1.4279292739680263']","['-0.8318223428433459', ' -2.818300824166804', ' -2.3557632044691066', ' 0.5511651341497315']","['-0.9286261461725869', ' 0.2700934362456574', ' 0.5552004606360561', ' 1.0961343547496762']","['-0.11050231534494163', ' -0.23766644774704165', ' -0.929844359892591', ' 0.7593289044477346']","['1.0522699443085', ' 1.4148586317792917', ' 0.9307210173935008', ' -0.9940926661211884']","['-1.3566147744765502', ' 0.7778829355559794', ' 0.31787721677716607', ' 0.3762062006092499']","['0.23948220302701237', ' -0.04829653306430564', ' -0.061841771096575834', ' -0.1973837339960395']","['-0.4320527531465686', ' -0.5837047175421103', ' -0.41162763007939684', ' 0.37644520894198746']","['0.5265457992637764', ' 0.5243802086119904', ' 0.35179846221218203', ' 0.7907528202020606']"
"['-1.7142628676129852', ' -1.1528274300388643', ' 0.9029811584486043', ' 2.797208209008863']","['-1.0496318172410044', ' -2.2995600583743734', ' -3.3587169718619463', ' -2.829434849924482']","['-0.6593397079530421', ' 0.2077631208062973', ' 0.3807305754613672', ' -0.4440662326802578']","['3.4209500353878792', ' 2.8246868541173984', ' 1.0301020878494755', ' 0.4766096942042495']","['0.5378462259207406', ' 0.2787374284808783', ' 0.004446381261888358', ' 1.230229161232733']","['0.17214790697306487', ' 2.0106370834007548', ' 1.2996174495976254', ' 0.2017649601815621']","['-0.05476731205196484', ' -0.4247692124336239', ' -0.05530465527649767', ' 0.36783212671129567']","['1.4621631625621536', ' -0.4006450861078534', ' -0.6130474176509233', ' -0.2761351596663004']","['0.5116613981640628', ' 0.8880870995351389', ' 0.24738366771703016', ' 0.3885254914628295']"
"['-0.918393597025704', ' -0.16233040520190387', ' 2.3356596392113165', ' 2.910493852527408']","['-1.0498992297109022', ' -2.4186583497607597', ' -2.5284469768762365', ' -2.7156494183450497']","['-2.101244010857467', ' -0.41445084866358645', ' -0.6517368839522648', ' -0.4275122584457812']","['-0.090453228713365', ' -0.5290122608103667', ' -0.2037789780106697', ' -0.38340106378475364']","['1.4070614398117356', ' 1.6837082616349544', ' 1.3679308028285204', ' 1.3444831665016859']","['-0.9862306973603701', ' 0.9602782334539709', ' 0.08852183522651402', ' -0.046765839153527944']","['1.7679623103085642', ' 1.630101307915004', ' 1.796190481264393', ' 1.825425718765806']","['1.0444424029153592', ' -0.337978146581206', ' -0.4805496358225474', ' -0.6567311607419772']","['0.04282583514079716', ' 0.7995999107677799', ' -0.06575720636596748', ' 0.061408854784355996']"
"['-2.187134224104056', ' -1.1756899966879073', ' 0.5650698706235472', ' 0.7581359151077737']","['0.06043123463986931', ' 0.28802545751041697', ' -0.05831853649684743', ' -0.5282446385235411']","['-1.2042370717536148', ' 0.3565212113292732', ' 0.046413766962765196', ' 1.159455191317466']","['0.23964392064089662', ' 0.8907615450075266', ' 1.2696716811421194', ' 0.4727196332477194']","['1.5859748723534102', ' 1.5282423156655858', ' -0.814165218767402', ' -0.8292161607823639']","['-1.0164425217691142', ' 2.015318263755684', ' 0.901177709266547', ' 1.3232548309465757']","['0.9629552832876664', ' 0.310128691388749', ' 0.3873918305305716', ' 0.16678463440898877']","['-0.05832961666324579', ' -1.575825525719026', ' -1.4291999076368596', ' -1.2404012986377753']","['0.7578951587785041', ' 0.9328791873952187', ' -0.011377986401440514', ' 0.10244268772146672']"
"['-2.265756854476003', ' -0.8975771748565015', ' 1.6449108069471716', ' 1.9412795079387315']","['1.0289387670902557', ' -0.5004874602922776', ' -1.7548052982008582', ' -1.183338322593748']","['-0.48174104558919606', ' -0.37797355638285546', ' 0.10075554611017172', ' 0.3938014061942006']","['0.7647986073115924', ' -0.29080006939068775', ' -0.03846097468969974', ' 0.7929251371742619']","['1.9900715995858065', ' 1.7295571904973226', ' 0.7176458920722539', ' -0.583101776121315']","['0.23460360005700193', ' 0.8865717640283333', ' 0.34632093185328283', ' 0.5845829111974564']","['0.6915098318469074', ' 1.1891640177295792', ' 0.8682446769877884', ' 0.9383162240695315']","['-1.2858309267131174', ' -1.4811797836483054', ' -0.7693739163925221', ' -0.4345462133650209']","['1.0087091577817455', ' 1.1089774618721784', ' 0.5943877593662118', ' 0.15431775226416755']"
"['-1.3223101894823537', ' -0.16889621056399753', ' 1.3228019026292372', ' 2.570032520406272']","['0.6518673531744648', ' -0.8000107538430812', ' -1.8541293503854468', ' -1.3584530679373017']","['-1.6873240428924825', ' -1.1110372234450254', ' 0.036605880457662096', ' 0.10645212085145382']","['-0.900408913469453', ' -0.928127587085852', ' -0.2316918859806477', ' -0.8310281868064527']","['1.9222752350339056', ' 1.4283353191014658', ' 0.45379033071738545', ' 0.8764092940219473']","['-1.12177776024167', ' -1.4122744185913305', ' -0.7314250239210004', ' -1.0594867634682665']","['1.2658167658534172', ' 0.5892324911325935', ' 0.3663777028164347', ' 0.8336120298425251']","['-1.4913420844216592', ' -1.3638669838436601', ' -1.3705389220386488', ' -0.36019222538009266']","['0.7588130701561411', ' 0.17526115850830892', ' 0.06133619488051185', ' 0.7306723614320716']"
"['-1.8399726738691229', ' -0.2288277272065985', ' 1.2126673300224753', ' 2.019097934395334']","['-0.3967295199461601', ' 0.28479276363409356', ' -1.6599388290232744', ' -1.074230724763706']","['-0.9760361592262864', ' 0.46339107507447147', ' 0.7777793819952051', ' 0.6726361375221738']","['-0.16526810224091015', ' 1.3227357236538773', ' 0.38054233804081417', ' 0.8377910063862417']","['0.270658922732075', ' 0.41747783928047966', ' -0.84958929992879', ' 0.5851006105889794']","['-0.08588117476113538', ' 1.7636495869944875', ' 0.3972901072651775', ' 0.7003251072315894']","['1.4280401707532788', ' 0.2677847798087093', ' 1.4207351679262425', ' 1.8551810498158692']","['-1.0226597784341236', ' -1.6418517500426892', ' -0.6405019321760208', ' -0.43284713742233916']","['1.087181280914679', ' 0.39457180955274557', ' 0.7253182457491367', ' 0.5622753362174643']"
"['-2.1621399109049606', ' -0.49441082097741645', ' 2.3775647550780765', ' 3.5906525900225286']","['-0.11052957945097523', ' -1.7196579151775606', ' -2.0269648575433714', ' -0.7807466344662654']","['-1.2704296999785216', ' 0.48491733957216027', ' 0.27927526647204187', ' -0.7040232567574608']","['1.30709690171826', ' 0.9681969405664435', ' 0.19786199739628083', ' -0.3696904852135869']","['0.5883825433580915', ' -0.5370314258551397', ' 0.36621204684559355', ' 1.8764464935808733']","['1.5320350085130818', ' 0.705521469179459', ' -0.005584285122229293', ' -0.49420050033417007']","['0.6512671337246532', ' 1.1033456629421114', ' 1.921833502161344', ' 2.299263626362086']","['-0.44020303782844805', ' -0.35739931209419856', ' -0.19706942514940404', ' -0.6319112326511888']","['1.1249013102462524', ' 0.7691520675181851', ' 0.11077232151006218', ' 0.28966140923843176']"
"['-2.93035014805058', ' -1.743078302686188', ' 2.140688497770753', ' 3.6204513887130387']","['0.4495986887507861', ' -1.1295409061944304', ' -1.3914443503583156', ' 0.3052939867500865']","['-0.8295648972556683', ' 0.963148184570645', ' 0.052543145634930996', ' -0.5585953826538008']","['1.787659298877012', ' 0.7125896465022601', ' -0.9658921898689773', ' -0.5178018793592365']","['0.03141490811130485', ' -0.16636968673955305', ' 0.8970880355903963', ' 1.8930007445650439']","['1.8629202235851494', ' 2.4022545510727045', ' 0.6932084165615805', ' 0.37844542590903696']","['-0.47103935589109064', ' -1.3419106584653988', ' -0.528358371646677', ' 0.5358182636669069']","['0.8135230072639029', ' -0.11405471986702397', ' 0.4259726747754538', ' 0.2779222434345012']","['0.4325917152960531', ' 0.39654988529385776', ' 0.09652582893420263', ' 0.07239459668689692']"
"['-2.0169907259377142', ' -0.9052629798792137', ' 1.037300519897274', ' 3.077101723831853']","['0.04144976039842507', ' -1.8459204954587902', ' -1.098715960261077', ' -0.6417800057945768']","['-0.9855059949521723', ' -0.117785180628997', ' 0.24086583525457994', ' -0.23667332111343864']","['0.013135266341112844', ' -1.3344927983776826', ' -0.36871235851128414', ' -0.4741783758339735']","['1.4705918621445773', ' -0.05055050391853675', ' -0.231173083242547', ' 1.3835530612536027']","['1.8051119908057076', ' 1.0118136566207552', ' -0.0282246253012105', ' -0.3219628956685408']","['-0.09551179636624843', ' -0.7499260966987578', ' -1.6309918449727066', ' -0.29626829191648657']","['1.233446488652224', ' -0.3808751024901304', ' 0.17413109351799844', ' 0.3637896018907937']","['0.10837048223672005', ' 0.049234761974602276', ' 0.12616644633107496', ' 0.17082187840305527']"
"['-1.405451898188975', ' -1.1633494445247199', ' 1.388775768540169', ' 2.8169264413097705']","['0.13090470633459803', ' -0.3222020485427521', ' -0.5916531017974737', ' 0.7665471231325607']","['-2.5723073849779294', ' -1.448179098674665', ' -0.5307395879774393', ' -0.5527296835252059']","['-1.2405873757097965', ' -2.1214816442307907', ' -2.693121545302724', ' -2.458409058954355']","['0.6377999173291448', ' 0.219330160815523', ' 0.13731519731995057', ' 1.2155008526037647']","['0.1980393557771867', ' 1.210896288600747', ' 0.17346802006248405', ' -0.24461803476006272']","['0.8648097327509391', ' -0.2542238965896174', ' -0.6546450452571322', ' 0.0026846736505848853']","['1.5880816505690087', ' 0.45718075690548304', ' 0.21247247146346818', ' 0.3385650897281089']","['0.037265342913900656', ' 0.5568666230544629', ' 0.02106896863223549', ' 0.48589783406676057']"
